create|grassland|12
update|cells|10.5298;9.62883;10.5298;10.5305;9.72823;11.2312;11.2312;10.5305;9.82843;11.2312;10.4296;11.2312;11.2312;11.2312;10.5298;9.82983;11.2312;11.2312;11.2312;10.5305;9.82913;10.5305;11.2312;11.2312;11.2312;11.2312;11.2312;11.2312;11.2312;10.5298;11.2312;11.2312;11.2312;9.72823;10.4304;11.2312;11.2312;11.2312;10.4296;10.4304;11.2312;9.72973;11.2312;10.5305;11.2312;11.2312;11.2312;11.2312;11.2312;11.2312;11.2312;11.2312;11.2312;10.4296;9.72893;9.62963;10.5298;11.2312;11.2312;11.2312;9.72903;10.4304;10.4296;11.2312;11.2312;10.4304;10.4296;9.72823;9.62883;11.2312;11.2312;10.5305;11.2312;10.4296;10.4304;10.4296;11.2312;11.2312;11.2312;9.72823;9.72903;10.5305;11.2312;11.2312;11.2312;11.2312;10.5305;11.2312;11.2312;10.5305;10.5298;11.2312;10.5305;11.2312;11.2312;11.2312;11.2312;10.5305;10.5298;11.2312;11.2312;11.2312;11.2312;11.2312;11.2312;10.5298;10.5305;11.2312;10.5298;11.2312;11.2312;11.2312;11.2312;10.4296;9.72973;11.2312;10.4304;10.4296;11.2312;11.2312;10.4304;11.2312;10.4296;11.2312;11.2312;11.2312;11.2312;10.5298;11.2312;10.5298;10.4304;10.4296;10.4304;10.4296;11.2312;9.62963;11.2312;11.2312;11.2312;11.2312;11.2312;9.72893;10.4304;10.5305;
update|animal|39;3;1;57;1
update|animal|33;3;1;66;1
update|animal|11;3;1;3;1
update|animal|15;3;1;132;1
update|animal|4;3;1;119;2
update|animal|21;3;1;119;1
update|animal|37;3;1;1;1
update|animal|23;3;1;62;1
update|animal|14;3;1;21;2
update|animal|13;3;1;51;1
update|animal|38;3;1;88;2
update|animal|9;3;1;117;1
update|animal|5;3;1;101;1
update|animal|6;3;1;55;2
update|animal|10;3;1;87;2
update|animal|32;3;1;80;2
update|animal|35;3;1;81;1
update|animal|18;3;1;22;2
update|animal|22;3;1;8;2
update|animal|34;3;1;80;2
update|animal|25;3;1;136;1
update|animal|12;3;1;139;2
update|animal|36;3;1;54;2
update|animal|29;3;1;46;1
update|animal|30;3;1;127;2
update|animal|19;3;1;52;1
update|animal|40;3;1;108;2
update|animal|31;3;1;78;1
update|animal|17;3;1;72;1
update|animal|20;3;1;3;2
update|animal|1;3;1;56;1
update|animal|8;3;1;134;2
update|animal|7;3;1;131;1
update|animal|26;3;1;3;2
update|animal|3;3;1;141;1
update|animal|16;3;1;10;2
update|animal|24;3;1;129;2
update|animal|27;3;1;49;1
update|animal|2;3;1;82;2
update|animal|28;3;1;32;2
update|cells|10.9404;9.23766;10.9404;8.73886;10.138;11.6425;11.6425;10.9411;9.53756;11.6425;10.1394;11.6425;11.6425;11.6425;10.9404;10.2397;11.6425;11.6425;11.6425;10.9411;10.239;10.2404;10.9418;11.6425;11.6425;11.6425;11.6425;11.6425;11.6425;10.9404;11.6425;11.6425;10.9418;10.138;10.8409;11.6425;11.6425;11.6425;10.8401;10.8409;11.6425;10.1395;11.6425;10.9411;11.6425;11.6425;10.8417;11.6425;11.6425;10.8417;11.6425;10.8417;10.8417;10.8401;9.43796;9.33856;10.1396;10.8417;11.6425;11.6425;10.1388;10.8409;10.0393;11.6425;11.6425;10.8409;10.0393;10.138;10.0385;11.6425;11.6425;10.9411;10.8417;10.8401;10.8409;10.8401;11.6425;11.6425;10.8417;10.138;8.73736;10.1403;10.9418;11.6425;11.6425;11.6425;10.9411;10.9418;10.9418;10.9411;10.9404;11.6425;10.9411;11.6425;11.6425;11.6425;11.6425;10.9411;10.9404;11.6425;11.6425;10.8417;11.6425;11.6425;11.6425;10.9404;10.9411;11.6425;10.2397;11.6425;11.6425;11.6425;11.6425;10.8401;10.1395;11.6425;10.8409;10.0393;11.6425;10.141;10.8409;11.6425;10.8401;11.6425;11.6425;11.6425;11.6425;10.2397;11.6425;10.2397;10.8409;10.0393;10.0401;10.8401;10.9418;10.0393;10.8417;11.6425;11.6425;10.9418;11.6425;9.33786;10.8409;10.9411;
update|animal|4;4;1;107;2
update|animal|28;4;1;21;2
update|animal|23;4;1;63;1
update|animal|35;4;1;93;1
update|animal|14;4;1;32;2
update|animal|3;4;1;129;1
update|animal|31;4;1;91;1
update|animal|30;4;1;115;2
update|animal|17;4;1;83;1
update|animal|19;4;1;63;1
update|animal|36;4;1;42;2
update|animal|40;4;1;97;2
update|animal|27;4;1;50;1
update|animal|1;4;1;67;1
update|animal|39;4;1;69;1
update|animal|37;4;1;133;1
update|animal|12;4;1;138;2
update|animal|15;4;1;11;1
update|animal|6;4;1;67;2
update|animal|18;4;1;23;2
update|animal|9;4;1;116;1
update|animal|10;4;1;99;2
update|animal|34;4;1;93;2
update|animal|2;4;1;70;2
update|animal|21;4;1;131;1
update|animal|16;4;1;142;2
update|animal|8;4;1;123;2
update|animal|25;4;1;137;1
update|animal|38;4;1;89;2
update|animal|32;4;1;69;2
update|animal|24;4;1;128;2
update|animal|5;4;1;88;1
update|animal|13;4;1;50;1
update|animal|11;4;1;135;1
update|animal|26;4;1;16;2
update|animal|20;4;1;4;2
update|animal|7;4;1;119;1
update|animal|22;4;1;9;2
update|animal|33;4;1;78;1
update|animal|29;4;1;45;1
update|cells|11.3513;9.6469;11.3513;9.1476;9.84739;12.0541;12.0541;11.352;9.94709;11.3534;10.5495;11.2533;12.0541;12.0541;11.3513;10.6499;11.3534;12.0541;12.0541;11.352;10.6492;9.9499;11.3527;11.3534;12.0541;12.0541;12.0541;12.0541;12.0541;11.3513;12.0541;12.0541;10.652;10.5481;11.2517;12.0541;12.0541;12.0541;11.2509;11.2517;12.0541;10.5496;11.3534;11.352;12.0541;11.2533;11.2525;12.0541;12.0541;11.2525;10.4525;11.2525;11.2525;11.2509;9.8474;9.7479;10.5497;11.2525;12.0541;12.0541;10.5489;11.2517;10.4493;10.4525;12.0541;11.2517;10.4493;9.04659;10.4485;10.5526;11.3534;11.352;11.2525;11.2509;11.2517;11.2509;12.0541;12.0541;10.4517;10.5481;9.1461;10.5504;11.3527;11.2533;12.0541;12.0541;11.352;11.3527;10.5519;10.6513;11.3513;11.2533;11.352;10.5526;12.0541;12.0541;12.0541;10.6513;11.3513;11.3534;12.0541;11.2525;12.0541;12.0541;12.0541;11.3513;11.352;11.3534;10.6499;12.0541;12.0541;12.0541;12.0541;11.2509;10.5496;11.3534;10.4509;10.4493;12.0541;9.7503;11.2517;12.0541;11.2509;11.3534;12.0541;12.0541;12.0541;10.6499;11.3534;9.8491;11.2517;9.6485;10.4501;10.4501;11.3527;9.6485;11.2525;11.2533;11.3534;11.3527;12.0541;9.7472;10.551;11.352;
update|animal|21;5;1;143;1
update|animal|20;5;1;5;2
update|animal|16;5;1;131;2
update|animal|38;5;1;76;2
update|animal|23;5;1;51;1
update|animal|29;5;1;33;1
update|animal|1;5;1;78;1
update|animal|19;5;1;76;1
update|animal|35;5;1;92;1
update|animal|34;5;1;80;2
update|animal|3;5;1;128;1
update|animal|22;5;1;20;2
update|animal|6;5;1;68;2
update|animal|39;5;1;81;1
update|animal|18;5;1;12;2
update|animal|30;5;1;103;2
update|animal|4;5;1;96;2
update|animal|15;5;1;142;1
update|animal|24;5;1;140;2
update|animal|37;5;1;132;1
update|animal|33;5;1;89;1
update|animal|11;5;1;124;1
update|animal|9;5;1;105;1
update|animal|40;5;1;98;2
update|animal|32;5;1;58;2
update|animal|28;5;1;33;2
update|animal|5;5;1;100;1
update|animal|2;5;1;57;2
update|animal|8;5;1;110;2
update|animal|13;5;1;63;1
update|animal|7;5;1;130;1
update|animal|26;5;1;3;2
update|animal|12;5;1;5;2
update|animal|31;5;1;102;1
update|animal|36;5;1;29;2
update|animal|17;5;1;70;1
update|animal|25;5;1;5;1
update|animal|14;5;1;19;2
update|animal|27;5;1;51;1
update|animal|10;5;1;112;2
update|cells|11.7627;10.0565;11.7627;8.85605;10.2572;10.264;12.4662;11.7634;10.357;11.7648;10.96;11.6646;11.7655;12.4662;11.7627;11.0605;11.7648;12.4662;12.4662;11.0627;10.3591;10.3599;11.7641;11.7648;12.4662;12.4662;12.4662;12.4662;12.4662;11.062;12.4662;12.4662;11.0627;9.45714;11.663;12.4662;12.4662;12.4662;11.6622;11.663;12.4662;10.9601;11.7648;11.7634;12.4662;11.6646;11.6638;12.4662;12.4662;11.6638;10.863;10.0622;11.6638;11.6622;10.2572;10.1576;10.9602;10.9631;11.7655;12.4662;10.9594;11.663;10.8597;10.0622;12.4662;11.663;10.8597;9.45564;10.1582;10.9632;10.964;11.7634;11.6638;11.6622;11.663;11.6622;10.9647;12.4662;10.0614;10.9586;8.85454;10.1602;11.7641;11.6646;12.4662;12.4662;11.7634;11.7641;10.9625;10.2612;11.7627;11.6646;10.9626;10.9632;12.4662;12.4662;11.7655;11.062;11.062;11.7648;11.6654;11.6638;11.6654;11.7655;12.4662;10.9619;11.7634;11.7648;11.0605;12.4662;11.7655;12.4662;11.7655;11.6622;10.9601;11.7648;10.8614;10.8597;12.4662;10.1601;11.663;12.4662;11.6622;11.7648;11.6654;12.4662;12.4662;11.0605;10.964;10.2589;10.8622;9.35745;10.0598;10.8605;11.7641;10.0581;11.6638;11.6646;11.7648;11.7641;11.7655;10.1569;10.1608;10.9626;
update|animal|32;6;1;71;2
update|animal|16;6;1;120;2
update|animal|19;6;1;89;1
update|animal|17;6;1;82;1
update|animal|24;6;1;9;2
update|animal|33;6;1;88;1
update|animal|18;6;1;0;2
update|animal|14;6;1;8;2
update|animal|27;6;1;50;1
update|animal|1;6;1;89;1
update|animal|22;6;1;21;2
update|animal|37;6;1;11;1
update|animal|34;6;1;69;2
update|animal|25;6;1;138;1
update|animal|2;6;1;58;2
update|animal|6;6;1;55;2
update|animal|3;6;1;117;1
update|animal|12;6;1;138;2
update|animal|23;6;1;38;1
update|animal|9;6;1;117;1
update|animal|11;6;1;112;1
update|animal|10;6;1;123;2
update|animal|7;6;1;119;1
update|animal|8;6;1;98;2
update|animal|38;6;1;88;2
update|animal|35;6;1;91;1
update|animal|5;6;1;87;1
update|animal|29;6;1;20;1
update|animal|30;6;1;91;2
update|animal|31;6;1;115;1
update|animal|21;6;1;0;1
update|animal|4;6;1;84;2
update|animal|26;6;1;135;2
update|animal|39;6;1;68;1
update|animal|13;6;1;62;1
update|animal|40;6;1;87;2
update|animal|28;6;1;20;2
update|animal|15;6;1;10;1
update|animal|20;6;1;136;2
update|animal|36;6;1;16;2
update|cells|10.6729;10.4666;12.1744;9.2649;10.6675;10.6742;12.8786;12.1751;10.0667;11.4758;10.5702;11.2754;12.1772;12.8786;12.1744;11.4716;11.4758;12.8786;12.8786;11.4737;9.26801;10.0695;12.1758;12.1765;12.8786;12.8786;12.8786;12.8786;12.8786;11.473;12.8786;12.8786;11.4737;9.8666;12.0746;12.8786;12.8786;12.8786;11.273;12.0746;12.8786;11.3711;12.1765;12.1751;12.8786;12.0762;12.0754;12.8786;12.8786;12.0754;10.473;10.4722;12.0754;12.0738;10.6675;9.8671;11.3712;11.374;11.4765;12.8786;11.3704;12.0746;10.4698;10.4722;12.8786;12.0746;11.2706;9.8651;9.7676;10.6734;11.3749;11.4744;12.0754;12.0738;12.0746;12.0738;11.3756;12.8786;10.4714;11.3696;9.2634;10.5703;11.375;12.0762;12.1779;12.8786;12.1751;10.6743;9.87192;9.06981;12.1744;10.5747;11.3735;11.3741;12.8786;12.8786;12.1772;11.473;10.7723;12.1765;12.077;12.0754;12.077;12.1772;12.8786;11.3728;12.1751;12.1765;11.4716;12.8786;12.1772;12.8786;11.3764;12.0738;11.3711;11.3757;11.2722;9.66901;12.8786;9.76941;11.3739;12.8786;12.0738;11.4758;12.077;12.8786;12.8786;11.4716;11.3749;10.6692;11.273;9.7668;10.4698;11.2714;12.1758;9.76751;11.3747;12.0762;10.675;12.1758;12.1772;10.5671;10.5709;11.3735;
update|animal|28;7;1;33;2
update|animal|9;7;1;104;1
update|animal|12;7;1;127;2
update|animal|21;7;1;13;1
update|animal|11;7;1;100;1
update|animal|14;7;1;139;2
update|animal|5;7;1;99;1
update|animal|38;7;1;76;2
update|animal|18;7;1;143;2
update|animal|37;7;1;22;1
update|animal|6;7;1;43;2
update|animal|4;7;1;85;2
update|animal|30;7;1;79;2
update|animal|27;7;1;39;1
update|animal|8;7;1;111;2
update|animal|31;7;1;128;1
update|animal|7;7;1;107;1
update|animal|15;7;1;21;1
update|animal|29;7;1;7;1
update|animal|36;7;1;29;2
update|animal|10;7;1;111;2
update|animal|26;7;1;134;2
update|animal|17;7;1;83;1
update|animal|20;7;1;3;2
update|animal|39;7;1;67;1
update|animal|35;7;1;92;1
update|animal|3;7;1;105;1
update|animal|1;7;1;78;1
update|animal|2;7;1;57;2
update|animal|16;7;1;119;2
update|animal|32;7;1;59;2
update|animal|23;7;1;50;1
update|animal|22;7;1;34;2
update|animal|13;7;1;75;1
update|animal|25;7;1;5;1
update|animal|19;7;1;88;1
update|animal|34;7;1;56;2
update|animal|24;7;1;10;2
update|animal|33;7;1;100;1
update|animal|40;7;1;74;2
update|cells|11.0836;10.8771;12.5866;8.97347;11.0782;10.2841;13.2915;11.7865;10.4768;11.8873;10.2801;11.6867;12.5894;12.4907;12.5866;11.8831;11.8873;13.2915;13.2915;11.8852;9.67728;9.67878;11.7872;12.5887;13.2915;13.2915;13.2915;13.2915;13.2915;11.1838;13.2915;13.2915;11.8852;9.57577;11.786;13.2915;13.2915;13.2915;11.6843;11.6859;13.2915;11.7825;12.5887;11.8866;13.2915;12.4883;12.4875;13.2915;13.2915;12.4875;10.0827;10.8827;12.4875;12.4859;11.0782;10.277;11.0819;11.0847;11.888;12.5908;11.7818;12.4867;10.8803;10.8827;13.2915;12.4867;11.6819;9.47416;10.1774;11.0841;11.7863;11.8859;12.4875;12.4859;11.786;11.6851;11.0863;13.2915;10.0811;11.0803;9.67266;10.9809;11.7864;11.6875;12.5901;12.5908;12.5873;11.085;9.48099;9.47888;12.5866;10.9853;10.9841;11.7855;13.2915;13.2915;12.5894;11.8845;11.1831;11.7879;10.8875;12.4875;12.4891;12.5894;12.4907;10.9834;12.5873;11.7879;11.8831;13.2915;12.5894;11.8901;11.7878;12.4859;11.7825;11.7871;11.6835;10.0787;13.2915;9.47848;11.7853;13.2915;12.4859;11.8873;12.4891;13.2915;13.2915;11.1824;10.9855;11.0799;11.6843;10.1766;10.8803;11.6827;11.8873;10.1773;11.7861;12.4883;11.0857;11.8873;12.5894;10.9777;10.9815;11.0842;
update|animal|13;8;1;86;1
update|animal|12;8;1;139;2
update|animal|31;8;1;117;1
update|animal|40;8;1;86;2
update|animal|24;8;1;9;2
update|animal|38;8;1;77;2
update|animal|30;8;1;78;2
update|animal|10;8;1;100;2
update|animal|33;8;1;87;1
update|animal|15;8;1;32;1
update|animal|22;8;1;47;2
update|animal|8;8;1;123;2
update|animal|26;8;1;3;2
update|animal|11;8;1;112;1
update|animal|9;8;1;103;1
update|animal|6;8;1;32;2
update|animal|1;8;1;67;1
update|animal|3;8;1;94;1
update|animal|37;8;1;21;1
update|animal|17;8;1;60;1
update|animal|29;8;1;6;1
update|animal|4;8;1;74;2
update|animal|23;8;1;61;1
update|animal|19;8;1;99;1
update|animal|34;8;1;55;2
update|animal|20;8;1;16;2
update|animal|25;8;1;138;1
update|animal|27;8;1;50;1
update|animal|18;8;1;120;2
update|animal|21;8;1;0;1
update|animal|16;8;1;130;2
update|animal|2;8;1;58;2
update|animal|5;8;1;110;1
update|animal|32;8;1;47;2
update|animal|14;8;1;8;2
update|animal|39;8;1;56;1
update|animal|35;8;1;105;1
update|animal|28;8;1;21;2
update|animal|36;8;1;18;2
update|animal|7;8;1;106;1
update|cells|10.6939;11.2879;12.9992;8.68174;11.4892;10.6944;12.904;12.1983;10.1865;11.5985;10.6904;12.0984;13.002;12.9032;12.9992;12.295;11.5985;13.7048;13.0041;12.2971;10.087;8.58696;12.199;13.0013;13.7048;13.7048;13.7048;13.7048;13.7048;11.595;13.7048;13.7048;10.7956;9.98534;12.1978;13.7048;13.7048;13.7048;12.096;12.0976;13.7048;12.1943;13.0013;12.2985;13.7048;12.9008;12.9;12.3034;13.7048;12.9;9.69197;11.2936;12.9;12.8984;11.4892;9.98655;10.6922;11.4958;11.5992;13.0034;11.3928;12.0984;11.2912;11.2936;13.7048;12.8992;12.0936;9.08284;10.5875;11.4952;12.1981;12.2978;12.9;12.8984;11.4971;12.0968;11.4974;13.0041;9.79047;11.4914;10.0823;11.3919;12.1982;12.0992;13.0027;13.0034;11.4984;10.6953;9.89047;9.88836;12.9992;11.3963;11.3951;12.1973;12.904;13.7048;13.002;12.2964;11.5943;11.3989;10.5977;12.9;12.9016;12.2012;12.9032;10.5936;12.1991;12.1997;12.295;13.7048;12.2012;12.302;11.3988;12.8984;12.1943;12.1989;12.0952;9.68795;13.7048;9.88796;11.4964;13.7048;12.8984;11.5985;12.9016;13.7048;13.7048;11.5936;11.3965;11.491;11.3953;10.5867;11.2912;12.0944;12.2992;10.5875;12.1979;12.9008;10.696;11.5985;13.002;11.3886;11.3925;11.4953;
update|animal|38;9;1;89;2
update|animal|27;9;1;51;1
update|animal|5;9;1;121;1
update|animal|4;9;1;63;2
update|animal|32;9;1;46;2
update|animal|3;9;1;107;1
update|animal|23;9;1;73;1
update|animal|7;9;1;95;1
update|animal|40;9;1;73;2
update|animal|36;9;1;17;2
update|animal|22;9;1;24;2
update|animal|21;9;1;1;1
update|animal|37;9;1;10;1
update|animal|12;9;1;6;2
update|animal|10;9;1;111;2
update|animal|14;9;1;7;2
update|animal|17;9;1;71;1
update|animal|1;9;1;79;1
update|animal|35;9;1;117;1
update|animal|16;9;1;119;2
update|animal|6;9;1;43;2
update|animal|15;9;1;33;1
update|animal|34;9;1;42;2
update|animal|29;9;1;18;1
update|animal|26;9;1;16;2
update|animal|8;9;1;134;2
update|animal|25;9;1;125;1
update|animal|30;9;1;66;2
update|animal|2;9;1;59;2
update|animal|19;9;1;86;1
update|animal|20;9;1;29;2
update|animal|13;9;1;98;1
update|animal|9;9;1;102;1
update|animal|18;9;1;109;2
update|animal|24;9;1;20;2
update|animal|39;9;1;44;1
update|animal|33;9;1;86;1
update|animal|28;9;1;20;2
update|animal|11;9;1;111;1
update|animal|31;9;1;116;1
update|cells|11.1046;10.8984;13.4122;9.09042;11.9007;11.1051;12.6162;11.9098;10.5967;12.0101;10.3002;12.5105;13.415;13.3161;13.4122;12.7073;11.3094;13.4178;12.6163;12.7094;9.09564;8.99554;12.6112;13.4143;13.4178;14.1185;14.1185;14.1185;14.1185;11.3059;14.1185;14.1185;11.2064;9.59453;12.61;14.1185;14.1185;14.1185;12.5081;12.5097;14.1185;12.6065;12.7136;12.0101;13.3177;13.3137;12.6122;12.7157;14.1185;13.3129;10.1017;10.9041;13.3129;13.3113;11.9007;10.3965;11.1029;11.9073;12.0108;12.7157;11.8042;12.5105;11.7024;11.0042;14.1185;13.3121;11.805;9.49192;10.9981;11.9067;12.6103;11.9093;13.3129;11.8098;11.9086;12.5089;11.9089;13.4171;10.2003;11.102;10.4924;11.8033;12.6104;12.5113;13.4157;13.4164;10.3083;11.106;10.3004;9.59755;13.4122;11.8077;11.8065;12.6095;13.3169;13.3177;13.415;12.7087;11.2051;11.8103;11.0083;13.3129;12.5137;12.6134;13.3161;11.0042;12.6113;11.8111;12.7073;13.4178;12.6134;11.2128;11.8102;13.3113;12.6065;12.6111;11.7065;9.29684;14.1185;9.59715;11.9079;13.3177;13.3113;12.0101;13.3145;13.3177;14.1185;12.0052;11.8079;11.9024;11.8067;10.9973;11.7025;12.5065;12.0108;10.998;12.6101;13.3137;11.1067;12.0101;13.415;11.8;11.8039;11.9068;
update|animal|40;10;1;74;2
update|animal|17;10;1;60;1
update|animal|33;10;1;99;1
update|animal|11;10;1;99;1
update|animal|23;10;1;62;1
update|animal|5;10;1;132;1
update|animal|15;10;1;44;1
update|animal|35;10;1;116;1
update|animal|39;10;1;56;1
update|animal|9;10;1;103;1
update|animal|25;10;1;113;1
update|animal|27;10;1;64;1
update|animal|8;10;1;123;2
update|animal|10;10;1;122;2
update|animal|21;10;1;134;1
update|animal|12;10;1;17;2
update|animal|18;10;1;97;2
update|animal|26;10;1;15;2
update|animal|16;10;1;106;2
update|animal|29;10;1;7;1
update|animal|36;10;1;6;2
update|animal|20;10;1;30;2
update|animal|13;10;1;85;1
update|animal|7;10;1;82;1
update|animal|2;10;1;36;2
update|animal|38;10;1;78;2
update|animal|22;10;1;13;2
update|animal|14;10;1;19;2
update|animal|28;10;1;9;2
update|animal|4;10;1;76;2
update|animal|30;10;1;77;2
update|animal|32;10;1;33;2
update|animal|24;10;1;32;2
update|animal|1;10;1;80;1
update|animal|37;10;1;21;1
update|animal|6;10;1;32;2
update|animal|3;10;1;94;1
update|animal|19;10;1;97;1
update|animal|34;10;1;43;2
update|animal|31;10;1;105;1
update|cells|11.5157;11.3093;13.8256;9.49951;12.3126;11.5162;12.3281;11.5209;11.0073;11.7214;10.7105;12.923;13.8284;13.0287;13.8256;12.4193;11.7207;13.1305;13.0289;12.4214;9.50474;8.60374;13.0238;13.8277;13.8312;14.5326;14.5326;14.5326;14.5326;11.7172;13.8319;14.5326;10.2162;9.30342;13.0226;14.5326;13.8319;14.5326;12.9206;12.9222;14.5326;13.0191;13.1263;11.7214;12.9302;13.727;13.0248;13.1284;14.5326;13.7262;10.5118;11.315;13.7262;13.7246;12.3126;10.8069;10.7132;12.3192;12.4228;13.1284;11.4152;12.923;11.3133;11.4152;13.7318;13.7254;12.2168;9.90141;11.4091;12.3186;13.0229;12.3212;13.7262;12.2216;11.6198;12.9214;11.6201;13.1298;9.90976;11.5131;10.1021;12.2151;12.2222;12.9238;13.8291;13.029;10.7186;11.5171;10.7107;10.0071;13.8256;12.2195;12.2183;13.0221;12.9294;13.731;13.8284;11.6199;11.6163;10.6205;11.4193;13.7262;12.9262;12.2252;13.7294;10.6144;12.3232;12.2229;13.12;13.8312;13.026;11.624;12.222;12.9238;13.0191;13.0237;11.3174;9.70614;14.5326;10.0067;12.3198;13.731;13.0239;11.7214;13.7278;13.731;14.5326;12.4172;12.2197;12.3144;12.2185;11.4083;11.3134;12.919;11.622;11.409;13.0227;13.727;11.5178;12.4221;13.8284;12.2118;12.2157;12.3187;
update|animal|17;11;1;71;1
update|animal|31;11;1;106;1
update|animal|28;11;1;8;2
update|animal|8;11;1;111;2
update|animal|26;11;1;16;2
update|animal|39;11;1;55;1
update|animal|20;11;1;42;2
update|animal|15;11;1;57;1
update|animal|1;11;1;79;1
update|animal|22;11;1;1;2
update|animal|18;11;1;98;2
update|animal|41;1;1;75;2
update|animal|36;11;1;5;2
update|animal|29;11;1;20;1
update|animal|13;11;1;72;1
